gameId,fname,scene,row,engChrName,engSearchText,engHtmlText,jpnChrName,jpnSearchText,jpnHtmlText,opName,pcIconHtml,evoIconHtml
c1200,1,1,CHR_THIS,These settings are for checking mob placement during day/evening/night. Remove these once they are no longer needed.,These settings are for checking mob placement<br/>during day/evening/night. Remove these once they<br/>are no longer needed.,CHR_THIS,昼・夕・夜のモブ配置確認用です。 ※不要になりましたら削除をお願いいたします。,昼・夕・夜のモブ配置確認用です。<br/>※不要になりましたら削除をお願いいたします。,,
c1200,8,203,Agnes,"Thank you, Morgan. We'll put this all to rest, we promise!","Thank you, Morgan. We'll put this all to rest,<br/>we promise!",アニエス,は、はい……ありがとうございます。 必ず成し遂げてみせますね！,は、はい……ありがとうございます。<br/>必ず成し遂げてみせますね！,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,9,204,Morgan,"Oh, thank Aidios! You're all okay!","Oh, thank Aidios! You're all okay!",モーガン,皆さん！　ご無事でよかった～！,皆さん！　ご無事でよかった～！,,
c1200,9,205,Van,Hey there. You two look like you're in pretty good spirits.,Hey there. You two look like you're in pretty<br/>good spirits.,ヴァン,モーガンのオヤジに爺さん…… そっちもピンピンしてるみてえだな。,モーガンのオヤジに爺さん……<br/>そっちもピンピンしてるみてえだな。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,9,206,Emai,"Well, it helps that the Blacklight District seems to be weathering the storm better than the surface.","Well, it helps that the Blacklight District seems to be<br/>weathering the storm better than the surface.",イーマイ,ほっほ、よう分からんが黒芒街は 地上よりはマシなようじゃからの。,ほっほ、よう分からんが黒芒街は<br/>地上よりはマシなようじゃからの。,,
c1200,9,207,Emai,"Whether it's the physical distance or the...cultural distance, I couldn't tell you—but I'll take it, nonetheless.","Whether it's the physical distance or the...cultural<br/>distance, I couldn't tell you—but I'll take<br/>it, nonetheless.",イーマイ,地下にあるせいか、それとも単純に 距離なのかは知らんが……,地下にあるせいか、それとも単純に<br/>距離なのかは知らんが……,,
c1200,9,208,Emai,"Or is it perhaps my special evil-warding amulets? Yes, I can feel their power! Why not buy one for yourselves, hmm?","Or is it perhaps my special evil-warding amulets?<br/>Yes, I can feel their power! Why not buy one for<br/>yourselves, hmm?",イーマイ,ハッ、もしやワシの仕入れた魔よけの壺が！？ ──という訳で買っていくかの？,ハッ、もしやワシの仕入れた魔よけの壺が！？<br/>──という訳で買っていくかの？,,
c1200,9,209,Morgan,"Oh, that reminds me! I have this chainsaw with quite the 'history' to it—they say it can rip and tear evil spirits in two! Let me go find it...","Oh, that reminds me! I have this chainsaw with quite<br/>the 'history' to it—they say it can rip and tear evil<br/>spirits in two! Let me go find it...",モーガン,あ、でしたら私も、悪霊が切れるという 曰くつきのチェーンソーを出しますねっ♪,あ、でしたら私も、悪霊が切れるという<br/>曰くつきのチェーンソーを出しますねっ♪,,
c1200,9,210,Aaron,"Nothing rains on these guys' parade, does it?","Nothing rains on these guys' parade, does it?",アーロン,逞しすぎんだろ、商売人どもが……,逞しすぎんだろ、商売人どもが……,,"<img class=""itp-kuro"" src=""itp/11/avfc0002_out.webp""/>"
c1200,9,211,Bellegarde,A steady hand is exactly what you want in your supplier—takes out all the guesswork. Let's stock up here while we still can.,A steady hand is exactly what you want in your<br/>supplier—takes out all the guesswork. Let's stock up<br/>here while we still can.,ベルガルド,フフ、何にせよ補給にはもってこいであろう。 万全に整えさせてもらうとしよう。,フフ、何にせよ補給にはもってこいであろう。<br/>万全に整えさせてもらうとしよう。,,"<img class=""itp-kuro"" src=""itp/11/avfc0006_out.webp""/>"
c1200,10,212,Gabriella,"I'm not really doing anything for the festival. I mean, I'm not Calvardian—and even if I were, this isn't exactly the most festive block in town.","I'm not really doing anything for the festival. I mean,<br/>I'm not Calvardian—and even if I were, this isn't<br/>exactly the most festive block in town.",ガブリエラ,こんな場所だし、共和国人でもないからね。 革命記念日たって何をするつもりもなかったが……,こんな場所だし、共和国人でもないからね。<br/>革命記念日たって何をするつもりもなかったが……,,
c1200,10,213,Gabriella,"But everybody else is going on about it, of course. I figure I oughta let Yota walk around if he wants to.","But everybody else is going on about it, of course.<br/>I figure I oughta let Yota walk around if he wants to.",ガブリエラ,世間じゃ祭りをやるじゃないか。 ……たまにはヨータにも見せてやりたくてね。,世間じゃ祭りをやるじゃないか。<br/>……たまにはヨータにも見せてやりたくてね。,,
c1200,10,214,Gabriella,"I do want to show him what the surface is like... The real world, so to speak. He's still got a shot at staying on the straight and narrow.","I do want to show him what the surface is like...<br/>The real world, so to speak. He's still got a shot at<br/>staying on the straight and narrow.",ガブリエラ,あの子には表の世界の事も知って、 まっとうに育ってほしいのさ……,あの子には表の世界の事も知って、<br/>まっとうに育ってほしいのさ……,,
c1200,10,215,Gabriella,Only problem is the bar... It's not gonna run itself while I'm gone.,Only problem is the bar... It's not gonna run itself<br/>while I'm gone.,ガブリエラ,ふう、店もあるから ちょいと悩むんだけどね。,ふう、店もあるから<br/>ちょいと悩むんだけどね。,,
c1200,10,216,Gabriella,We've got jaegers everywhere trying to make moves with all the turmoil going on.,We've got jaegers everywhere trying to make moves<br/>with all the turmoil going on.,ガブリエラ,どうもこの混乱に乗じて あちこちの猟兵団が動いてるようだが……,どうもこの混乱に乗じて<br/>あちこちの猟兵団が動いてるようだが……,,
c1200,10,217,Gabriella,"However it all shakes out, I can't see it leading to anything good. *sigh*","However it all shakes out, I can't see it leading to<br/>anything good. *sigh*",ガブリエラ,……やれやれ、こいつはどう転んでも いい予感はしないねェ……,……やれやれ、こいつはどう転んでも<br/>いい予感はしないねェ……,,
c1200,10,218,Gabriella,Tell me: was that reporter who I think it was? The one who broke the news about Creil Village...?,Tell me: was that reporter who I think it was?<br/>The one who broke the news about Creil Village...?,ガブリエラ,それに噂で聞いたが、クレイユ村の スクープを撮ったルポライターってのは……,それに噂で聞いたが、クレイユ村の<br/>スクープを撮ったルポライターってのは……,,
c1200,10,219,Agnes,*sniffle*,*sniffle*,アニエス,……………っ……………,……………っ……………,,"<img class=""itp-kuro"" src=""itp/11/avfc5001_out.webp""/>"
c1200,10,220,Van,I...think you know the answer as well as we do.,I...think you know the answer as well as we do.,ヴァン,……ま、想像に任せるぜ。,……ま、想像に任せるぜ。,,"<img class=""itp-kuro"" src=""itp/11/avfc0000_out.webp""/>"
c1200,10,221,Gabriella,"...Man, shit. He was a good guy.","...Man, shit. He was a good guy.",ガブリエラ,そうかい……イイ男だったのにねぇ……,そうかい……イイ男だったのにねぇ……,,
c1200,10,222,Gabriella,I feel like it's our responsibility to go out and avenge him... That way he can rest in peace up there.,I feel like it's our responsibility to go out and<br/>avenge him... That way he can rest in peace up there.,ガブリエラ,……せめて仇さえ取れりゃ、安心して 女神の元に行ってくれそうなもんだが……,……せめて仇さえ取れりゃ、安心して<br/>女神の元に行ってくれそうなもんだが……,,
c1200,10,223,Gabriella,"I'd do it myself, but...yeah. All I can do is pour one out for him.","I'd do it myself, but...yeah. All I can do is pour one<br/>out for him.",ガブリエラ,アタシも残念でならないよ。,アタシも残念でならないよ。,,
c1200,10,224,Gabriella,"Not to mention, we've got jaeger corps making moves all over the place. Shit could get ugly any second.","Not to mention, we've got jaeger corps making moves<br/>all over the place. Shit could get ugly any second.",ガブリエラ,それにあちこちの猟兵団も動いてるようでね、 今にもドンパチが始まりそうな状況さ。,それにあちこちの猟兵団も動いてるようでね、<br/>今にもドンパチが始まりそうな状況さ。,,
c1200,10,225,Gabriella,"*sigh* I probably need to put more stock in maintaining my weapons—not just for my safety, but Yota's, too.","*sigh* I probably need to put more stock in<br/>maintaining my weapons—not just for my safety, but<br/>Yota's, too.",ガブリエラ,ふう……ヨータのためにも、久々に 得物の手入れくらいはしておこうかね。,ふう……ヨータのためにも、久々に<br/>得物の手入れくらいはしておこうかね。,,
c1200,10,226,Gabriella,"...I'm not his birth mother, I should clarify. I found him on a battlefield I was working in.","...I'm not his birth mother, I should clarify. I found<br/>him on a battlefield I was working in.",ガブリエラ,……ヨータはね、アタシが とある戦場で拾った子なんだよ。,……ヨータはね、アタシが<br/>とある戦場で拾った子なんだよ。,,
c1200,10,227,Gabriella,"He's not tough by any stretch, though. He's so frail, I feel like if I let go of him, he'll just blow into dust.","He's not tough by any stretch, though. He's so frail, I<br/>feel like if I let go of him, he'll just blow into dust.",ガブリエラ,弱くて脆くて、アタシが手を離したら それだけで掻き消えてしまいそうな子供……,弱くて脆くて、アタシが手を離したら<br/>それだけで掻き消えてしまいそうな子供……,,
c1200,10,228,Gabriella,"But you know something? I don't feel like I'm the one protecting him... The opposite, actually: he's the one who saved me.","But you know something? I don't feel like I'm the one<br/>protecting him... The opposite, actually: he's the one<br/>who saved me.",ガブリエラ,けれどだからこそ、ただ心を凍てつかせていた アタシに愛を教えてくれた──,けれどだからこそ、ただ心を凍てつかせていた<br/>アタシに愛を教えてくれた──,,
